Period,Number,BigSmall,Color
20260527099982532,1,Small,Green
20260527099982531,6,Big,Red
20260527099982530,7,Big,Green
20260527099982529,8,Big,Red
20260527099982528,7,Big,Green
20260527099982527,1,Small,Green
20260527099982526,7,Big,Green
20260527099982525,4,Small,Red
20260527099982524,0,Small,Red Violet
20260527099982523,0,Small,Red Violet
20260527099982522,0,Small,Red Violet
20260527099982521,2,Small,Red
20260527099982520,9,Big,Green
20260527099982519,8,Big,Red
20260527099982518,6,Big,Red
20260527099982517,8,Big,Red
20260527099982516,3,Small,Green
20260527099982515,9,Big,Green
20260527099982514,8,Big,Red
20260527099982513,6,Big,Red
20260527099982512,7,Big,Green
20260527099982511,3,Small,Green
20260527099982510,5,Big,Green Violet
20260527099982509,4,Small,Red
20260527099982508,4,Small,Red
20260527099982507,1,Small,Green
20260527099982506,0,Small,Red Violet
20260527099982505,5,Big,Green Violet
20260527099982504,0,Small,Red Violet
20260527099982503,7,Big,Green
20260527099982502,3,Small,Green
20260527099982501,9,Big,Green
20260527099982500,2,Small,Red
20260527099982499,2,Small,Red
20260527099982498,9,Big,Green
20260527099982497,6,Big,Red
20260527099982496,7,Big,Green
20260527099982495,3,Small,Green
20260527099982494,8,Big,Red
20260527099982493,5,Big,Green Violet
20260527099982492,7,Big,Green
20260527099982491,5,Big,Green Violet
20260527099982490,4,Small,Red
20260527099982489,5,Big,Green Violet
20260527099982488,9,Big,Green
20260527099982487,6,Big,Red
20260527099982486,3,Small,Green
20260527099982485,7,Big,Green
20260527099982484,3,Small,Green
20260527099982483,8,Big,Red
20260527099982482,3,Small,Green
20260527099982481,9,Big,Green
20260527099982480,0,Small,Red Violet
20260527099982479,6,Big,Red
20260527099982478,2,Small,Red
20260527099982477,4,Small,Red
20260527099982476,1,Small,Green
20260527099982475,3,Small,Green
20260527099982474,8,Big,Red
20260527099982473,3,Small,Green
20260527099982472,3,Small,Green
20260527099982471,7,Big,Green
20260527099982470,2,Small,Red
20260527099982469,7,Big,Green
20260527099982468,8,Big,Red
20260527099982467,4,Small,Red
20260527099982466,1,Small,Green
20260527099982465,4,Small,Red
20260527099982464,7,Big,Green
20260527099982463,3,Small,Green
20260527099982462,8,Big,Red
20260527099982461,2,Small,Red
20260527099982460,4,Small,Red
20260527099982459,8,Big,Red
20260527099982458,5,Big,Green Violet
20260527099982457,9,Big,Green
20260527099982456,9,Big,Green
20260527099982455,7,Big,Green
20260527099982454,4,Small,Red
20260527099982453,7,Big,Green
20260527099982452,0,Small,Red Violet
20260527099982451,2,Small,Red
20260527099982450,4,Small,Red
20260527099982449,9,Big,Green
20260527099982448,7,Big,Green
20260527099982447,1,Small,Green
20260527099982446,0,Small,Red Violet
20260527099982445,0,Small,Red Violet
20260527099982444,0,Small,Red Violet
20260527099982443,2,Small,Red
20260527099982442,2,Small,Red
20260527099982441,9,Big,Green
20260527099982440,4,Small,Red
20260527099982439,5,Big,Green Violet
20260527099982438,7,Big,Green
20260527099982437,2,Small,Red
20260527099982436,0,Small,Red Violet
20260527099982435,8,Big,Red
20260527099982434,5,Big,Green Violet
20260527099982433,9,Big,Green
20260527099982432,6,Big,Red
20260527099982431,0,Small,Red Violet
20260527099982430,5,Big,Green Violet
20260527099982429,3,Small,Green
20260527099982428,0,Small,Red Violet
20260527099982427,3,Small,Green
20260527099982426,3,Small,Green
20260527099982425,5,Big,Green Violet
20260527099982424,6,Big,Red
20260527099982423,8,Big,Red
20260527099982422,3,Small,Green
20260527099982421,0,Small,Red Violet
20260527099982420,6,Big,Red
20260527099982419,4,Small,Red
20260527099982418,3,Small,Green
20260527099982417,2,Small,Red
20260527099982416,2,Small,Red
20260527099982415,0,Small,Red Violet
20260527099982414,1,Small,Green
20260527099982413,3,Small,Green
20260527099982412,4,Small,Red
20260527099982411,1,Small,Green
20260527099982410,8,Big,Red
20260527099982409,5,Big,Green Violet
20260527099982408,7,Big,Green
20260527099982407,1,Small,Green
20260527099982406,5,Big,Green Violet
20260527099982405,8,Big,Red
20260527099982404,3,Small,Green
20260527099982403,2,Small,Red
20260527099982402,8,Big,Red
20260527099982401,1,Small,Green
20260527099982400,6,Big,Red
20260527099982399,0,Small,Red Violet
20260527099982398,7,Big,Green
20260527099982397,4,Small,Red
20260527099982396,9,Big,Green
20260527099982395,2,Small,Red
20260527099982394,5,Big,Green Violet
20260527099982393,1,Small,Green
20260527099982392,6,Big,Red
20260527099982391,0,Small,Red Violet
20260527099982390,1,Small,Green
20260527099982389,0,Small,Red Violet
20260527099982388,6,Big,Red
20260527099982387,8,Big,Red
20260527099982386,3,Small,Green
20260527099982385,8,Big,Red
20260527099982384,6,Big,Red
20260527099982383,7,Big,Green
20260527099982382,5,Big,Green Violet
20260527099982381,9,Big,Green
20260527099982380,6,Big,Red
20260527099982379,2,Small,Red
20260527099982378,3,Small,Green
20260527099982377,4,Small,Red
20260527099982376,1,Small,Green
20260527099982375,9,Big,Green
20260527099982374,2,Small,Red
20260527099982373,2,Small,Red
20260527099982372,7,Big,Green
20260527099982371,0,Small,Red Violet
20260527099982370,2,Small,Red
20260527099982369,2,Small,Red
20260527099982368,1,Small,Green
20260527099982367,9,Big,Green
20260527099982366,4,Small,Red
20260527099982365,3,Small,Green
20260527099982364,1,Small,Green
20260527099982363,6,Big,Red
20260527099982362,0,Small,Red Violet
20260527099982361,6,Big,Red
20260527099982360,9,Big,Green
20260527099982359,2,Small,Red
20260527099982358,5,Big,Green Violet
20260527099982357,2,Small,Red
20260527099982356,6,Big,Red
20260527099982355,5,Big,Green Violet
20260527099982354,2,Small,Red
20260527099982353,9,Big,Green
20260527099982352,8,Big,Red
20260527099982351,4,Small,Red
20260527099982350,3,Small,Green
20260527099982349,5,Big,Green Violet
20260527099982348,5,Big,Green Violet
20260527099982347,7,Big,Green
20260527099982346,1,Small,Green
20260527099982345,6,Big,Red
20260527099982344,8,Big,Red
20260527099982343,8,Big,Red
20260527099982342,9,Big,Green
20260527099982341,5,Big,Green Violet
20260527099982340,8,Big,Red
20260527099982339,5,Big,Green Violet
20260527099982338,4,Small,Red
20260527099982337,9,Big,Green
20260527099982336,2,Small,Red
20260527099982335,9,Big,Green
20260527099982334,4,Small,Red
20260527099982333,4,Small,Red
20260527099982332,9,Big,Green
20260527099982331,8,Big,Red
20260527099982330,9,Big,Green
20260527099982329,5,Big,Green Violet
20260527099982328,4,Small,Red
20260527099982327,4,Small,Red
20260527099982326,6,Big,Red
20260527099982325,3,Small,Green
20260527099982324,7,Big,Green
20260527099982323,3,Small,Green
20260527099982322,1,Small,Green
20260527099982321,9,Big,Green
20260527099982320,5,Big,Green Violet
20260527099982319,6,Big,Red
20260527099982318,5,Big,Green Violet
20260527099982317,4,Small,Red
20260527099982316,6,Big,Red
20260527099982315,8,Big,Red
20260527099982314,4,Small,Red
20260527099982313,1,Small,Green
20260527099982312,3,Small,Green
20260527099982311,9,Big,Green
20260527099982310,5,Big,Green Violet
20260527099982309,1,Small,Green
20260527099982308,2,Small,Red
20260527099982307,8,Big,Red
20260527099982306,1,Small,Green
20260527099982305,7,Big,Green
20260527099982304,2,Small,Red
20260527099982303,5,Big,Green Violet
20260527099982302,2,Small,Red
20260527099982301,2,Small,Red
20260527099982300,8,Big,Red
20260527099982299,2,Small,Red
20260527099982298,6,Big,Red
20260527099982297,7,Big,Green
20260527099982296,1,Small,Green
20260527099982295,4,Small,Red
20260527099982294,1,Small,Green
20260527099982293,7,Big,Green
20260527099982292,9,Big,Green
20260527099982291,9,Big,Green
20260527099982290,3,Small,Green
20260527099982289,1,Small,Green
20260527099982288,0,Small,Red Violet
20260527099982287,6,Big,Red
20260527099982286,4,Small,Red
20260527099982285,6,Big,Red
20260527099982284,6,Big,Red
20260527099982283,3,Small,Green
20260527099982282,8,Big,Red
20260527099982281,4,Small,Red
20260527099982280,6,Big,Red
20260527099982279,7,Big,Green
20260527099982278,7,Big,Green
20260527099982277,5,Big,Green Violet
20260527099982276,7,Big,Green
20260527099982275,6,Big,Red
20260527099982274,7,Big,Green
20260527099982273,3,Small,Green
20260527099982272,4,Small,Red
20260527099982271,3,Small,Green
20260527099982270,7,Big,Green
20260527099982269,9,Big,Green
20260527099982268,4,Small,Red
20260527099982267,9,Big,Green
20260527099982266,3,Small,Green
20260527099982265,9,Big,Green
20260527099982264,2,Small,Red
20260527099982263,0,Small,Red Violet
20260527099982262,2,Small,Red
20260527099982261,8,Big,Red
20260527099982260,3,Small,Green
20260527099982259,2,Small,Red
20260527099982258,4,Small,Red
20260527099982257,8,Big,Red
20260527099982256,0,Small,Red Violet
20260527099982255,9,Big,Green
20260527099982254,8,Big,Red
20260527099982253,1,Small,Green
20260527099982252,3,Small,Green
20260527099982251,9,Big,Green
20260527099982250,2,Small,Red
20260527099982249,0,Small,Red Violet
20260527099982248,1,Small,Green
20260527099982247,0,Small,Red Violet
20260527099982246,5,Big,Green Violet
20260527099982245,3,Small,Green
20260527099982244,3,Small,Green
20260527099982243,4,Small,Red
20260527099982242,6,Big,Red
20260527099982241,6,Big,Red
20260527099982240,8,Big,Red
20260527099982239,5,Big,Green Violet
20260527099982238,2,Small,Red
20260527099982237,6,Big,Red
20260527099982236,2,Small,Red
20260527099982235,1,Small,Green
20260527099982234,0,Small,Red Violet
20260527099982233,8,Big,Red
20260527099982232,7,Big,Green
20260527099982231,6,Big,Red
20260527099982230,3,Small,Green
20260527099982229,1,Small,Green
20260527099982228,4,Small,Red
20260527099982227,1,Small,Green
20260527099982226,2,Small,Red
20260527099982225,2,Small,Red
20260527099982224,6,Big,Red
20260527099982223,2,Small,Red
20260527099982222,9,Big,Green
20260527099982221,5,Big,Green Violet
20260527099982220,0,Small,Red Violet
20260527099982219,3,Small,Green
20260527099982218,5,Big,Green Violet
20260527099982217,1,Small,Green
20260527099982216,6,Big,Red
20260527099982215,1,Small,Green
20260527099982214,2,Small,Red
20260527099982213,0,Small,Red Violet
20260527099982212,1,Small,Green
20260527099982211,7,Big,Green
20260527099982210,1,Small,Green
20260527099982209,5,Big,Green Violet
20260527099982208,9,Big,Green
20260527099982207,5,Big,Green Violet
20260527099982206,9,Big,Green
20260527099982205,2,Small,Red
20260527099982204,7,Big,Green
20260527099982203,6,Big,Red
20260527099982202,8,Big,Red
20260527099982201,6,Big,Red
20260527099982200,8,Big,Red
20260527099982199,4,Small,Red
20260527099982198,3,Small,Green
20260527099982197,3,Small,Green
20260527099982196,5,Big,Green Violet
20260527099982195,6,Big,Red
20260527099982194,8,Big,Red
20260527099982193,7,Big,Green
20260527099982192,8,Big,Red
20260527099982191,3,Small,Green
20260527099982190,7,Big,Green
20260527099982189,8,Big,Red
20260527099982188,4,Small,Red
20260527099982187,6,Big,Red
20260527099982186,1,Small,Green
20260527099982185,8,Big,Red
20260527099982184,4,Small,Red
20260527099982183,2,Small,Red
20260527099982182,9,Big,Green
20260527099982181,7,Big,Green
20260527099982180,9,Big,Green
20260527099982179,8,Big,Red
20260527099982178,1,Small,Green
20260527099982177,0,Small,Red Violet
20260527099982176,3,Small,Green
20260527099982175,3,Small,Green
20260527099982174,4,Small,Red
20260527099982173,4,Small,Red
20260527099982172,8,Big,Red
20260527099982171,4,Small,Red
20260527099982170,0,Small,Red Violet
20260527099982169,1,Small,Green
20260527099982168,1,Small,Green
20260527099982167,9,Big,Green
20260527099982166,2,Small,Red
20260527099982165,6,Big,Red
20260527099982164,0,Small,Red Violet
20260527099982163,0,Small,Red Violet
20260527099982162,2,Small,Red
20260527099982161,6,Big,Red
20260527099982160,4,Small,Red
20260527099982159,4,Small,Red
20260527099982158,1,Small,Green
20260527099982157,4,Small,Red
20260527099982156,2,Small,Red
20260527099982155,0,Small,Red Violet
20260527099982154,8,Big,Red
20260527099982153,3,Small,Green
20260527099982152,0,Small,Red Violet
20260527099982151,0,Small,Red Violet
20260527099982150,4,Small,Red
20260527099982149,8,Big,Red
20260527099982148,0,Small,Red Violet
20260527099982147,7,Big,Green
20260527099982146,0,Small,Red Violet
20260527099982145,2,Small,Red
20260527099982144,5,Big,Green Violet
20260527099982143,1,Small,Green
20260527099982142,1,Small,Green
20260527099982141,8,Big,Red
20260527099982140,0,Small,Red Violet
20260527099982139,2,Small,Red
20260527099982138,8,Big,Red
20260527099982137,0,Small,Red Violet
20260527099982136,1,Small,Green
20260527099982135,3,Small,Green
20260527099982134,2,Small,Red
20260527099982133,0,Small,Red Violet
20260527099982132,7,Big,Green
20260527099982131,7,Big,Green
20260527099982130,9,Big,Green
20260527099982129,3,Small,Green
20260527099982128,9,Big,Green
20260527099982127,7,Big,Green
20260527099982126,9,Big,Green
20260527099982125,4,Small,Red
20260527099982124,8,Big,Red
20260527099982123,4,Small,Red
20260527099982122,8,Big,Red
20260527099982121,3,Small,Green
20260527099982120,0,Small,Red Violet
20260527099982119,5,Big,Green Violet
20260527099982118,6,Big,Red
20260527099982117,0,Small,Red Violet
20260527099982116,2,Small,Red
20260527099982115,2,Small,Red
20260527099982114,1,Small,Green
20260527099982113,6,Big,Red
20260527099982112,2,Small,Red
20260527099982111,7,Big,Green
20260527099982110,9,Big,Green
20260527099982109,9,Big,Green
20260527099982108,0,Small,Red Violet
20260527099982107,5,Big,Green Violet
20260527099982106,6,Big,Red
20260527099982105,9,Big,Green
20260527099982104,6,Big,Red
20260527099982103,1,Small,Green
20260527099982102,6,Big,Red
20260527099982101,0,Small,Red Violet
20260527099982100,1,Small,Green
20260527099982099,2,Small,Red
20260527099982098,7,Big,Green
20260527099982097,5,Big,Green Violet
20260527099982096,8,Big,Red
20260527099982095,2,Small,Red
20260527099982094,1,Small,Green
20260527099982093,7,Big,Green
20260527099982092,7,Big,Green
20260527099982091,4,Small,Red
20260527099982090,2,Small,Red
20260527099982089,9,Big,Green
20260527099982088,6,Big,Red
20260527099982087,8,Big,Red
20260527099982086,2,Small,Red
20260527099982085,8,Big,Red
20260527099982084,7,Big,Green
20260527099982083,8,Big,Red
20260527099982082,6,Big,Red
20260527099982081,1,Small,Green
20260527099982080,7,Big,Green
20260527099982079,3,Small,Green
20260527099982078,5,Big,Green Violet
20260527099982077,8,Big,Red
20260527099982076,7,Big,Green
20260527099982075,5,Big,Green Violet
20260527099982074,7,Big,Green
20260527099982073,6,Big,Red
20260527099982072,4,Small,Red
20260527099982071,0,Small,Red Violet
20260527099982070,1,Small,Green
20260527099982069,7,Big,Green
20260527099982068,1,Small,Green
20260527099982067,4,Small,Red
20260527099982066,8,Big,Red
20260527099982065,9,Big,Green
20260527099982064,3,Small,Green
20260527099982063,1,Small,Green
20260527099982062,7,Big,Green
20260527099982061,1,Small,Green
20260527099982060,7,Big,Green
20260527099982059,3,Small,Green
20260527099982058,7,Big,Green
20260527099982057,3,Small,Green
20260527099982056,4,Small,Red
20260527099982055,6,Big,Red
20260527099982054,7,Big,Green
20260527099982053,5,Big,Green Violet
20260527099982052,2,Small,Red
20260527099982051,9,Big,Green
20260527099982050,3,Small,Green
20260527099982049,4,Small,Red
20260527099982048,7,Big,Green
20260527099982047,1,Small,Green
20260527099982046,6,Big,Red
20260527099982045,8,Big,Red
20260527099982044,2,Small,Red
20260527099982043,8,Big,Red
20260527099982042,4,Small,Red
20260527099982041,8,Big,Red
20260527099982040,7,Big,Green
20260527099982039,0,Small,Red Violet
20260527099982038,6,Big,Red
20260527099982037,6,Big,Red
20260527099982036,8,Big,Red
20260527099982035,9,Big,Green
20260527099982034,8,Big,Red
20260527099982033,5,Big,Green Violet
20260527099982032,7,Big,Green
20260527099982031,1,Small,Green
20260527099982030,0,Small,Red Violet
20260527099982029,0,Small,Red Violet
20260527099982028,5,Big,Green Violet
20260527099982027,5,Big,Green Violet
20260527099982026,8,Big,Red
20260527099982025,8,Big,Red
20260527099982024,7,Big,Green
20260527099982023,2,Small,Red
20260527099982022,2,Small,Red
20260527099982021,8,Big,Red
20260527099982020,8,Big,Red
20260527099982019,9,Big,Green
20260527099982018,9,Big,Green
20260527099982017,6,Big,Red
20260527099982016,5,Big,Green Violet
20260527099982015,6,Big,Red
20260527099982014,4,Small,Red
20260527099982013,0,Small,Red Violet
20260527099982012,5,Big,Green Violet
20260527099982011,4,Small,Red
20260527099982010,0,Small,Red Violet
20260527099982009,4,Small,Red
20260527099982008,6,Big,Red
20260527099982007,1,Small,Green
20260527099982006,4,Small,Red
20260527099982005,6,Big,Red
20260527099982004,5,Big,Green Violet
20260527099982003,3,Small,Green
20260527099982002,0,Small,Red Violet
20260527099982001,0,Small,Red Violet
20260527099982000,7,Big,Green
20260527099981999,6,Big,Red
20260527099981998,3,Small,Green
20260527099981997,8,Big,Red
20260527099981996,5,Big,Green Violet
20260527099981995,6,Big,Red
20260527099981994,5,Big,Green Violet
20260527099981993,9,Big,Green
20260527099981992,6,Big,Red
20260527099981991,4,Small,Red
20260527099981990,5,Big,Green Violet
20260527099981989,9,Big,Green
20260527099981988,5,Big,Green Violet
20260527099981987,5,Big,Green Violet
20260527099981986,4,Small,Red
20260527099981985,0,Small,Red Violet
20260527099981984,2,Small,Red
20260527099981983,3,Small,Green
20260527099981982,5,Big,Green Violet
20260527099981981,1,Small,Green
20260527099981980,8,Big,Red
20260527099981979,3,Small,Green
20260527099981978,0,Small,Red Violet
20260527099981977,9,Big,Green
20260527099981976,8,Big,Red
20260527099981975,0,Small,Red Violet
20260527099981974,2,Small,Red
20260527099981973,4,Small,Red
20260527099981972,8,Big,Red
20260527099981971,9,Big,Green
20260527099981970,9,Big,Green
20260527099981969,6,Big,Red
20260527099981968,4,Small,Red
20260527099981967,3,Small,Green
20260527099981966,2,Small,Red
20260527099981965,3,Small,Green
20260527099981964,5,Big,Green Violet
20260527099981963,0,Small,Red Violet
20260527099981962,0,Small,Red Violet
20260527099981961,9,Big,Green
20260527099981960,9,Big,Green
20260527099981959,1,Small,Green
20260527099981958,0,Small,Red Violet
20260527099981957,6,Big,Red
20260527099981956,8,Big,Red
20260527099981955,7,Big,Green
20260527099981954,6,Big,Red
20260527099981953,0,Small,Red Violet
20260527099981952,9,Big,Green
20260527099981951,4,Small,Red
20260527099981950,0,Small,Red Violet
20260527099981949,8,Big,Red
20260527099981948,4,Small,Red
20260527099981947,9,Big,Green
20260527099981946,5,Big,Green Violet
20260527099981945,4,Small,Red
20260527099981944,1,Small,Green
20260527099981943,7,Big,Green
20260527099981942,7,Big,Green
20260527099981941,9,Big,Green
20260527099981940,9,Big,Green
20260527099981939,1,Small,Green
20260527099981938,6,Big,Red
20260527099981937,4,Small,Red
20260527099981936,0,Small,Red Violet
20260527099981935,7,Big,Green
20260527099981934,5,Big,Green Violet
20260527099981933,4,Small,Red
20260527099981932,6,Big,Red
20260527099981931,1,Small,Green
20260527099981930,5,Big,Green Violet
20260527099981929,2,Small,Red
20260527099981928,7,Big,Green
20260527099981927,7,Big,Green
20260527099981926,9,Big,Green
20260527099981925,7,Big,Green
20260527099981924,0,Small,Red Violet
20260527099981923,3,Small,Green
20260527099981922,9,Big,Green
20260527099981921,8,Big,Red
20260527099981920,7,Big,Green
20260527099981919,2,Small,Red
20260527099981918,0,Small,Red Violet
20260527099981917,8,Big,Red
20260527099981916,5,Big,Green Violet
20260527099981915,4,Small,Red
20260527099981914,4,Small,Red
20260527099981913,5,Big,Green Violet
20260527099981912,9,Big,Green
20260527099981911,1,Small,Green
20260527099981910,3,Small,Green
20260527099981909,8,Big,Red
20260527099981908,7,Big,Green
20260527099981907,0,Small,Red Violet
20260527099981906,2,Small,Red
20260527099981905,3,Small,Green
20260527099981904,2,Small,Red
20260527099981903,8,Big,Red
20260527099981902,2,Small,Red
20260527099981901,4,Small,Red
20260527099981900,7,Big,Green
20260527099981899,8,Big,Red
20260527099981898,2,Small,Red
20260527099981897,0,Small,Red Violet
20260527099981896,2,Small,Red
20260527099981895,6,Big,Red
20260527099981894,9,Big,Green
20260527099981893,1,Small,Green
20260527099981892,5,Big,Green Violet
20260527099981891,3,Small,Green
20260527099981890,4,Small,Red
20260527099981889,7,Big,Green
20260527099981888,1,Small,Green
20260527099981887,3,Small,Green
20260527099981886,5,Big,Green Violet
20260527099981885,8,Big,Red
20260527099981884,2,Small,Red
20260527099981883,9,Big,Green
20260527099981882,4,Small,Red
20260527099981881,7,Big,Green
20260527099981880,4,Small,Red
20260527099981879,4,Small,Red
20260527099981878,1,Small,Green
20260527099981877,4,Small,Red
20260527099981876,6,Big,Red
20260527099981875,4,Small,Red
20260527099981874,7,Big,Green
20260527099981873,6,Big,Red
20260527099981872,1,Small,Green
20260527099981871,5,Big,Green Violet
20260527099981870,8,Big,Red
20260527099981869,1,Small,Green
20260527099981868,9,Big,Green
20260527099981867,6,Big,Red
20260527099981866,9,Big,Green
20260527099981865,7,Big,Green
20260527099981864,6,Big,Red
20260527099981863,5,Big,Green Violet
20260527099981862,4,Small,Red
20260527099981861,8,Big,Red
20260527099981860,5,Big,Green Violet
20260527099981859,1,Small,Green
20260527099981858,5,Big,Green Violet
20260527099981857,9,Big,Green
20260527099981856,6,Big,Red
20260527099981855,5,Big,Green Violet
20260527099981854,2,Small,Red
20260527099981853,4,Small,Red
20260527099981852,4,Small,Red
20260527099981851,2,Small,Red
20260527099981850,8,Big,Red
20260527099981849,9,Big,Green
20260527099981848,5,Big,Green Violet
20260527099981847,7,Big,Green
20260527099981846,9,Big,Green
20260527099981845,9,Big,Green
20260527099981844,6,Big,Red
20260527099981843,5,Big,Green Violet
20260527099981842,9,Big,Green
20260527099981841,8,Big,Red
20260527099981840,7,Big,Green
20260527099981839,5,Big,Green Violet
20260527099981838,3,Small,Green
20260527099981837,5,Big,Green Violet
20260527099981836,3,Small,Green
20260527099981835,9,Big,Green
20260527099981834,7,Big,Green
20260527099981833,0,Small,Red Violet
20260527099981832,9,Big,Green
20260527099981831,4,Small,Red
20260527099981830,6,Big,Red
20260527099981829,7,Big,Green
20260527099981828,0,Small,Red Violet
20260527099981827,9,Big,Green
20260527099981826,0,Small,Red Violet
20260527099981825,3,Small,Green
20260527099981824,0,Small,Red Violet
20260527099981823,4,Small,Red
20260527099981822,4,Small,Red
20260527099981821,4,Small,Red
20260527099981820,5,Big,Green Violet
20260527099981819,5,Big,Green Violet
20260527099981818,8,Big,Red
20260527099981817,6,Big,Red
20260527099981816,3,Small,Green
20260527099981815,9,Big,Green
20260527099981814,3,Small,Green
20260527099981813,0,Small,Red Violet
20260527099981812,9,Big,Green
20260527099981811,9,Big,Green
20260527099981810,6,Big,Red
20260527099981809,9,Big,Green
20260527099981808,8,Big,Red
20260527099981807,6,Big,Red
20260527099981806,2,Small,Red
20260527099981805,3,Small,Green
20260527099981804,7,Big,Green
20260527099981803,3,Small,Green
20260527099981802,6,Big,Red
20260527099981801,8,Big,Red
20260527099981800,8,Big,Red
20260527099981799,2,Small,Red
20260527099981798,4,Small,Red
20260527099981797,1,Small,Green
20260527099981796,3,Small,Green
20260527099981795,1,Small,Green
20260527099981794,4,Small,Red
20260527099981793,1,Small,Green
20260527099981792,8,Big,Red
20260527099981791,9,Big,Green
20260527099981790,2,Small,Red
20260527099981789,9,Big,Green
20260527099981788,2,Small,Red
20260527099981787,7,Big,Green
20260527099981786,1,Small,Green
20260527099981785,7,Big,Green
20260527099981784,3,Small,Green
20260527099981783,1,Small,Green
20260527099981782,8,Big,Red
20260527099981781,5,Big,Green Violet
20260527099981780,6,Big,Red
20260527099981779,7,Big,Green
20260527099981778,2,Small,Red
20260527099981777,0,Small,Red Violet
20260527099981776,2,Small,Red
20260527099981775,2,Small,Red
20260527099981774,0,Small,Red Violet
20260527099981773,6,Big,Red
20260527099981772,4,Small,Red
20260527099981771,1,Small,Green
20260527099981770,4,Small,Red
20260527099981769,0,Small,Red Violet
20260527099981768,9,Big,Green
20260527099981767,5,Big,Green Violet
20260527099981766,8,Big,Red
20260527099981765,1,Small,Green
20260527099981764,3,Small,Green
20260527099981763,0,Small,Red Violet
20260527099981762,9,Big,Green
20260527099981761,0,Small,Red Violet
20260527099981760,5,Big,Green Violet
20260527099981759,4,Small,Red
20260527099981758,2,Small,Red
20260527099981757,6,Big,Red
20260527099981756,1,Small,Green
20260527099981755,7,Big,Green
20260527099981754,5,Big,Green Violet
20260527099981753,7,Big,Green
20260527099981752,7,Big,Green
20260527099981751,6,Big,Red
20260527099981750,2,Small,Red
20260527099981749,8,Big,Red
20260527099981748,3,Small,Green
20260527099981747,0,Small,Red Violet
20260527099981746,2,Small,Red
20260527099981745,3,Small,Green
20260527099981744,8,Big,Red
20260527099981743,2,Small,Red
20260527099981742,2,Small,Red
20260527099981741,7,Big,Green
20260527099981740,0,Small,Red Violet
20260527099981739,1,Small,Green
20260527099981738,1,Small,Green
20260527099981737,8,Big,Red
20260527099981736,5,Big,Green Violet
20260527099981735,7,Big,Green
20260527099981734,3,Small,Green
20260527099981733,1,Small,Green
20260527099981732,5,Big,Green Violet
20260527099981731,1,Small,Green
20260527099981730,4,Small,Red
20260527099981729,8,Big,Red
20260527099981728,7,Big,Green
20260527099981727,9,Big,Green
20260527099981726,2,Small,Red
20260527099981725,9,Big,Green
20260527099981724,0,Small,Red Violet
20260527099981723,7,Big,Green
20260527099981722,6,Big,Red
20260527099981721,6,Big,Red
20260527099981720,9,Big,Green
20260527099981719,7,Big,Green
20260527099981718,4,Small,Red
20260527099981717,3,Small,Green
20260527099981716,7,Big,Green
20260527099981715,2,Small,Red
20260527099981714,2,Small,Red
20260527099981713,7,Big,Green
20260527099981712,9,Big,Green
20260527099981711,1,Small,Green
20260527099981710,2,Small,Red
20260527099981709,2,Small,Red
20260527099981708,2,Small,Red
20260527099981707,5,Big,Green Violet
20260527099981706,9,Big,Green
20260527099981705,6,Big,Red
20260527099981704,9,Big,Green
20260527099981703,7,Big,Green
20260527099981702,2,Small,Red
20260527099981701,9,Big,Green
20260527099981700,7,Big,Green
20260527099981699,9,Big,Green
20260527099981698,5,Big,Green Violet
20260527099981697,2,Small,Red
20260527099981696,6,Big,Red
20260527099981695,5,Big,Green Violet
20260527099981694,9,Big,Green
20260527099981693,7,Big,Green
20260527099981692,7,Big,Green
20260527099981691,6,Big,Red
20260527099981690,4,Small,Red
20260527099981689,5,Big,Green Violet
20260527099981688,4,Small,Red
20260527099981687,1,Small,Green
20260527099981686,5,Big,Green Violet
20260527099981685,0,Small,Red Violet
20260527099981684,8,Big,Red
20260527099981683,0,Small,Red Violet
20260527099981682,6,Big,Red
20260527099981681,9,Big,Green
20260527099981680,7,Big,Green
20260527099981679,5,Big,Green Violet
20260527099981678,2,Small,Red
20260527099981677,1,Small,Green
20260527099981676,3,Small,Green
20260527099981675,1,Small,Green
20260527099981674,6,Big,Red
20260527099981673,2,Small,Red
20260527099981672,2,Small,Red
20260527099981671,6,Big,Red
20260527099981670,0,Small,Red Violet
20260527099981669,2,Small,Red
20260527099981668,0,Small,Red Violet
20260527099981667,8,Big,Red
20260527099981666,9,Big,Green
20260527099981665,9,Big,Green
20260527099981664,6,Big,Red
20260527099981663,9,Big,Green
20260527099981662,2,Small,Red
20260527099981661,7,Big,Green
20260527099981660,6,Big,Red
20260527099981659,5,Big,Green Violet
20260527099981658,4,Small,Red
20260527099981657,5,Big,Green Violet
20260527099981656,8,Big,Red
20260527099981655,6,Big,Red
20260527099981654,4,Small,Red
20260527099981653,6,Big,Red
20260527099981652,9,Big,Green
20260527099981651,5,Big,Green Violet
20260527099981650,7,Big,Green
20260527099981649,2,Small,Red
20260527099981648,5,Big,Green Violet
20260527099981647,0,Small,Red Violet
20260527099981646,0,Small,Red Violet
20260527099981645,7,Big,Green
20260527099981644,3,Small,Green
20260527099981643,4,Small,Red
20260527099981642,5,Big,Green Violet
20260527099981641,5,Big,Green Violet
20260527099981640,2,Small,Red
20260527099981639,6,Big,Red
20260527099981638,0,Small,Red Violet
20260527099981637,8,Big,Red
20260527099981636,5,Big,Green Violet
